shipment_id,supplier_id,product_id,store_id,shipment_date,quantity
4333,223,1232,25,2024-04-25,801
4334,135,4091,45,2024-03-26,98
4335,178,1792,9,2024-12-07,768
4336,340,3332,77,2024-03-18,163
4337,243,544,6,2024-06-06,816
4338,244,2409,71,2025-10-14,670
4339,477,4631,61,2024-10-25,286
4340,255,2753,85,2025-02-11,128
4341,408,1036,79,2025-06-22,821
4342,413,3128,72,2024-11-23,537
4343,339,2227,89,2025-02-06,572
4344,55,714,86,2025-12-20,705
4345,482,4756,34,2024-03-15,608
4346,310,2730,20,2025-01-21,94
4347,248,2713,44,2024-12-13,203
4348,34,1548,28,2025-08-19,400
4349,405,4086,60,2024-08-24,839
4350,104,585,65,2025-02-03,426
4351,400,3263,53,2025-09-30,716
4352,361,2693,48,2024-02-21,810
4353,372,2087,83,2025-01-26,414
4354,376,1807,76,2024-04-16,768
4355,381,190,2,2025-09-03,455
4356,167,1770,95,2025-03-21,252
4357,98,920,67,2025-08-15,807
4358,250,270,44,2024-01-14,154
4359,38,4807,98,2024-01-03,670
4360,9,2118,58,2025-10-01,186
4361,100,2927,11,2024-02-04,257
4362,184,1407,8,2024-11-25,482
4363,105,479,78,2024-08-28,449
4364,26,1012,64,2024-08-02,494
4365,499,755,9,2024-04-06,365
4366,196,1745,36,2025-12-04,168
4367,469,3470,73,2024-09-13,464
4368,108,1424,68,2024-01-28,959
4369,422,3177,15,2024-12-03,717
4370,488,3183,44,2025-06-27,190
4371,344,1998,19,2025-06-14,962
4372,101,4954,23,2024-10-26,778
4373,283,740,39,2024-04-23,918
4374,67,17,74,2024-05-08,264
4375,74,1695,32,2025-02-08,802
4376,199,363,99,2025-10-21,363
4377,269,4938,84,2025-04-27,936
4378,451,4950,2,2024-04-12,270
4379,489,146,26,2025-05-06,453
4380,125,1034,32,2025-05-27,777
4381,239,806,50,2024-09-24,55
4382,468,4665,16,2024-07-07,484
4383,214,155,39,2025-09-25,509
4384,273,306,8,2024-07-06,83
4385,120,4156,50,2024-12-13,96
4386,411,2440,53,2025-05-20,199
4387,345,3092,31,2024-01-22,259
4388,452,771,20,2024-01-12,746
4389,95,4092,13,2024-09-01,675
4390,266,303,100,2025-09-19,937
4391,447,3561,76,2025-10-13,605
4392,346,4217,45,2025-10-26,253
4393,234,1298,66,2024-04-08,911
4394,221,1254,15,2024-02-09,564
4395,470,4448,10,2025-09-11,93
4396,480,2906,46,2024-01-06,153
4397,241,2929,53,2024-09-13,914
4398,367,613,14,2024-11-20,64
4399,241,4278,19,2025-10-19,105
4400,293,4031,16,2025-01-20,763
4401,113,322,35,2025-02-14,765
4402,464,695,33,2025-06-23,761
4403,71,1117,5,2024-08-07,305
4404,273,533,51,2025-05-29,531
4405,139,4469,74,2025-08-13,564
4406,10,3626,62,2025-05-10,919
4407,203,497,68,2025-02-03,417
4408,341,1037,91,2024-06-03,945
4409,337,3226,58,2025-11-06,254
4410,68,1912,98,2024-05-19,877
4411,308,398,55,2025-02-12,191
4412,198,673,38,2024-01-22,548
4413,481,3787,85,2024-12-26,971
4414,256,1066,67,2024-06-26,229
4415,261,3049,89,2025-10-08,645
4416,453,2419,12,2025-04-04,892
4417,410,4214,2,2025-06-30,361
4418,235,4063,55,2025-05-28,428
4419,129,2578,37,2024-04-01,861
4420,95,4683,13,2025-01-04,308
4421,13,2857,19,2024-01-11,378
4422,74,1543,14,2024-06-04,764
4423,148,4001,69,2024-12-31,200
4424,110,2241,35,2025-09-28,136
4425,380,4984,35,2025-05-12,359
4426,500,2864,56,2024-02-27,749
4427,437,2401,51,2024-12-23,720
4428,263,1747,6,2025-03-07,166
4429,124,1300,73,2024-02-20,474
4430,389,1823,76,2025-06-26,273
4431,89,2551,12,2024-08-01,700
4432,112,2800,71,2024-07-01,690
4433,361,4630,72,2024-11-08,88
4434,205,821,62,2024-02-12,566
4435,214,3555,41,2024-02-02,253
4436,450,2295,12,2025-12-03,687
4437,110,4765,81,2025-02-17,579
4438,73,345,29,2025-05-10,539
4439,442,4384,46,2025-02-24,209
4440,445,1124,57,2025-10-17,297
4441,101,1237,42,2024-01-03,570
4442,172,2522,27,2024-06-29,811
4443,347,337,31,2025-03-07,408
4444,421,1107,48,2025-01-08,365
4445,340,1907,30,2024-02-27,284
4446,81,3286,34,2025-05-31,486
4447,9,2048,5,2024-08-27,98
4448,180,2432,31,2024-10-17,151
4449,65,2780,43,2025-02-06,982
4450,208,2177,9,2024-05-11,120
4451,425,1027,48,2025-04-22,108
4452,78,2814,70,2024-06-27,796
4453,416,4327,6,2024-01-28,951
4454,131,742,40,2025-08-06,498
4455,218,3930,58,2024-07-29,212
4456,65,2715,58,2024-08-19,309
4457,53,1377,13,2024-04-10,562
4458,144,2887,12,2024-11-27,261
4459,342,3443,48,2025-09-14,455
4460,150,1813,26,2024-10-22,302
4461,453,2168,84,2024-09-04,551
4462,86,2826,4,2025-05-31,122
4463,490,2012,81,2024-02-11,889
4464,445,4472,28,2025-04-07,112
4465,161,696,65,2024-12-04,274
4466,410,2429,5,2025-04-25,171
4467,61,2219,59,2024-10-13,910
4468,399,2341,26,2025-09-14,296
4469,33,4202,25,2024-01-12,93
4470,105,1916,30,2024-07-11,687
4471,96,4093,2,2025-04-29,562
4472,73,1716,78,2024-08-02,883
4473,229,547,97,2024-09-26,467
4474,174,1093,24,2024-11-05,304
4475,254,1794,54,2025-03-21,430
4476,397,1869,71,2025-02-12,672
4477,365,2025,95,2025-11-25,298
4478,297,1787,11,2024-08-11,953
4479,74,4371,98,2025-11-12,941
4480,272,686,77,2025-11-20,773
4481,225,451,40,2025-11-14,575
4482,167,2154,64,2024-05-08,92
4483,64,2468,60,2025-12-10,702
4484,473,326,68,2025-11-20,285
4485,15,34,16,2025-10-14,703
4486,264,2459,10,2025-04-24,820
4487,381,3887,32,2024-10-22,233
4488,63,4793,64,2025-03-03,167
4489,485,3554,70,2025-02-20,441
4490,201,4017,38,2025-09-20,83
4491,235,3481,86,2024-04-11,663
4492,499,4468,81,2024-09-07,692
4493,87,3962,23,2025-05-04,284
4494,495,490,65,2024-05-26,712
4495,210,207,62,2024-08-15,773
4496,267,4254,88,2025-04-11,725
4497,148,329,59,2025-02-26,880
4498,458,1410,57,2025-05-11,226
4499,257,2542,53,2025-09-21,813
4500,385,4408,46,2025-07-24,57
4501,468,2619,56,2024-08-10,850
4502,443,4984,24,2024-11-07,749
4503,166,3192,10,2025-09-27,283
4504,315,607,42,2025-09-01,93
4505,18,824,32,2025-10-09,911
4506,119,2984,78,2024-11-29,748
4507,101,1245,62,2024-12-14,366
4508,121,140,78,2024-10-23,785
4509,98,3103,47,2025-05-24,279
4510,126,3378,56,2025-02-16,53
4511,187,415,60,2025-02-19,442
4512,53,4728,8,2024-03-01,336
4513,240,2857,13,2024-09-15,676
4514,108,4191,38,2025-09-04,891
4515,418,1218,81,2024-11-29,866
4516,129,4307,7,2025-09-18,390
4517,372,4502,66,2024-06-10,553
4518,432,714,61,2025-02-13,892
4519,386,2248,8,2024-09-12,604
4520,76,3739,45,2024-12-03,861
4521,288,1880,92,2025-12-22,232
4522,331,856,35,2024-05-27,768
4523,44,1267,7,2024-11-12,888
4524,463,422,72,2024-05-05,961
4525,481,394,1,2024-02-19,758
4526,202,2899,72,2025-07-16,701
4527,121,798,68,2025-09-20,693
4528,139,667,27,2024-10-10,496
4529,319,532,5,2025-03-04,275
4530,271,678,46,2025-06-04,346
4531,267,3334,22,2025-03-08,172
4532,292,544,38,2025-06-21,896
4533,329,1126,35,2025-08-21,405
4534,135,2056,7,2025-12-19,522
4535,461,907,86,2024-03-21,594
4536,34,440,43,2025-03-02,437
4537,228,1237,89,2024-11-10,647
4538,425,2572,71,2025-06-10,928
4539,46,21,32,2025-04-17,470
4540,168,4667,1,2025-07-14,847
4541,499,39,73,2024-02-18,573
4542,438,1126,49,2024-12-30,521
4543,328,930,42,2024-10-13,872
4544,391,658,72,2024-07-06,933
4545,56,3192,20,2024-05-10,175
4546,356,745,58,2024-06-14,842
4547,39,2755,44,2025-11-19,844
4548,10,4444,94,2025-08-22,311
4549,159,3971,5,2025-08-01,69
4550,423,3341,16,2024-10-01,58
4551,216,4575,93,2024-07-09,907
4552,349,939,41,2025-04-21,929
4553,152,399,49,2024-11-17,901
4554,418,1154,37,2025-07-22,300
4555,356,3093,42,2024-07-17,901
4556,420,3317,84,2024-03-12,334
4557,244,4773,55,2025-09-20,233
4558,242,1196,70,2024-01-12,294
4559,344,3393,61,2024-10-07,331
4560,482,4926,32,2025-02-03,700
4561,317,3012,91,2024-09-23,440
4562,198,4797,4,2024-08-08,284
4563,431,2926,41,2024-07-06,711
4564,196,1617,66,2025-05-11,137
4565,455,4306,23,2024-10-04,662
4566,149,1483,24,2024-02-08,562
4567,410,3080,43,2025-05-08,51
4568,433,1511,15,2024-11-24,322
4569,310,4263,32,2025-04-13,859
4570,87,2163,69,2025-07-18,357
4571,259,1010,7,2024-04-04,952
4572,247,2347,26,2024-07-27,307
4573,2,3804,97,2025-05-11,871
4574,30,2592,46,2024-01-13,614
4575,397,2441,65,2025-01-05,744
4576,462,2397,3,2025-04-02,910
4577,288,3775,64,2025-08-23,845
4578,423,3449,14,2025-07-12,598
4579,154,2392,53,2024-07-08,766
4580,27,4821,14,2025-04-25,721
4581,197,4332,7,2024-11-21,252
4582,225,1268,48,2025-10-13,996
4583,43,2321,89,2025-09-02,806
4584,148,4112,24,2024-07-02,289
4585,415,3694,12,2025-08-24,314
4586,421,3388,46,2024-12-31,192
4587,43,4615,22,2025-12-06,767
4588,49,3249,64,2025-11-24,248
4589,430,3863,70,2024-01-04,698
4590,341,2778,57,2025-07-31,163
4591,312,2988,35,2024-08-23,408
4592,242,730,32,2024-10-11,636
4593,487,4916,29,2025-09-19,325
4594,493,1043,54,2025-01-12,287
4595,487,447,2,2024-05-29,802
4596,329,1033,30,2024-03-20,231
4597,179,2121,18,2025-07-31,835
4598,426,1460,25,2024-04-05,619
4599,351,3412,34,2025-04-23,476
4600,141,4881,46,2024-07-04,984
4601,122,3784,37,2025-04-03,331
4602,394,191,99,2024-03-20,612
4603,460,1919,59,2024-09-28,688
4604,97,1691,56,2025-02-06,376
4605,470,4313,37,2025-02-09,565
4606,417,943,54,2025-05-31,525
4607,131,4976,97,2024-06-07,329
4608,171,1291,27,2024-03-07,858
4609,354,1043,75,2024-05-08,668
4610,236,512,78,2025-12-10,626
4611,134,389,5,2025-11-10,822
4612,148,1099,28,2025-02-21,968
4613,337,791,86,2025-03-21,897
4614,323,3049,84,2024-12-19,604
4615,496,1891,16,2025-02-18,880
4616,278,3014,26,2024-12-18,987
4617,87,3365,36,2024-10-15,797
4618,418,513,14,2024-07-14,635
4619,435,28,82,2024-03-20,731
4620,149,1120,82,2024-01-30,638
4621,157,4681,85,2025-10-06,653
4622,146,3318,86,2025-01-12,486
4623,189,2057,66,2025-05-31,697
4624,49,4826,89,2025-07-25,252
4625,440,1862,59,2024-08-11,99
4626,415,3490,86,2024-07-25,932
4627,166,305,80,2025-04-08,98
4628,405,2417,45,2025-03-26,739
4629,161,4544,77,2024-03-07,255
4630,263,1437,26,2024-02-21,829
4631,167,3119,49,2025-09-27,383
4632,315,4003,5,2024-03-18,245
4633,365,3926,85,2024-06-05,938
4634,140,378,13,2024-12-09,216
4635,343,418,72,2025-03-26,918
4636,475,4981,95,2024-09-12,837
4637,472,4174,25,2024-09-27,259
4638,300,521,32,2024-10-04,81
4639,435,756,8,2025-02-04,861
4640,483,823,22,2025-06-15,290
4641,253,390,67,2024-05-13,186
4642,274,519,76,2024-06-28,304
4643,70,3831,1,2024-06-19,596
4644,185,4860,58,2025-11-19,209
4645,315,1896,69,2024-05-12,705
4646,309,3414,22,2024-03-01,817
4647,197,4727,75,2025-02-19,883
4648,359,913,52,2024-02-07,895
4649,458,1550,57,2025-03-24,481
4650,209,3734,35,2025-08-22,877
4651,447,3208,42,2024-05-24,783
4652,79,3731,18,2025-03-08,185
4653,272,1758,8,2024-08-06,258
4654,5,4150,84,2025-11-15,689
4655,483,430,81,2024-03-21,713
4656,5,2645,32,2025-07-15,158
4657,32,507,62,2025-01-13,864
4658,183,1408,87,2024-12-14,667
4659,483,754,38,2025-10-28,493
4660,272,680,53,2024-12-21,734
4661,111,1024,35,2025-01-07,702
4662,183,4057,57,2024-09-17,453
4663,175,3151,25,2025-09-11,302
4664,332,2016,3,2024-11-02,623
4665,14,3981,75,2025-10-07,713
4666,440,1027,83,2025-01-04,527
4667,481,1085,84,2024-06-15,67
4668,152,1330,69,2025-08-31,211
4669,144,1034,74,2024-03-12,180
4670,117,4440,67,2025-11-25,928
4671,469,86,43,2024-07-18,257
4672,408,548,28,2024-02-23,592
4673,475,2784,21,2025-07-16,902
4674,341,3766,20,2025-04-06,371
4675,424,1003,55,2025-07-10,395
4676,335,2818,21,2025-09-14,735
4677,394,1211,53,2025-06-10,937
4678,286,404,75,2025-08-03,983
4679,211,734,47,2025-12-30,148
4680,51,1642,45,2024-05-21,665
4681,159,4812,31,2024-02-12,613
4682,329,2475,86,2024-12-24,891
4683,142,2548,51,2024-02-10,173
4684,57,372,46,2024-10-04,203
4685,348,1188,38,2024-02-08,176
4686,182,1354,48,2024-01-01,721
4687,76,3048,26,2025-09-03,795
4688,115,3501,76,2025-01-31,563
4689,407,3513,78,2025-03-08,835
4690,229,3671,100,2025-11-29,858
4691,96,283,21,2024-03-14,560
4692,484,2819,16,2025-04-21,52
4693,456,2360,57,2025-03-22,123
4694,148,4423,29,2025-06-30,765
4695,283,2479,84,2025-08-02,919
4696,145,201,65,2024-01-31,242
4697,459,3808,23,2024-06-20,960
4698,96,512,73,2025-09-26,635
4699,167,3584,12,2025-04-07,574
4700,98,3133,20,2024-08-05,50
4701,348,312,50,2024-07-31,991
4702,116,4845,58,2024-05-20,356
4703,178,927,47,2025-05-03,903
4704,294,2325,9,2024-02-02,888
4705,468,1608,100,2024-09-04,744
4706,289,3131,1,2025-04-04,288
4707,216,1446,35,2024-12-26,348
4708,72,755,4,2025-11-26,561
4709,140,2585,11,2024-01-10,676
4710,379,1800,32,2024-09-14,983
4711,241,4172,48,2025-05-10,571
4712,143,1487,40,2024-02-16,286
4713,395,3903,18,2024-07-05,991
4714,349,2062,34,2025-02-13,701
4715,369,561,57,2024-03-27,285
4716,32,4274,23,2024-07-20,864
4717,480,1096,83,2024-10-19,676
4718,101,3515,92,2024-06-06,792
4719,1,2527,39,2024-06-01,971
4720,238,822,40,2025-10-20,109
4721,312,3218,51,2024-06-22,532
4722,63,2000,91,2024-03-28,100
4723,409,355,12,2025-09-07,350
4724,174,1770,32,2024-04-19,526
4725,483,2984,45,2025-12-08,168
4726,379,4653,17,2024-07-10,626
4727,63,1519,34,2024-07-30,188
4728,42,4814,49,2024-06-20,858
4729,234,4162,13,2024-09-03,132
4730,162,4095,76,2024-05-27,299
4731,234,1996,33,2024-04-18,232
4732,196,2298,16,2025-09-27,683
4733,455,2283,56,2024-10-11,628
4734,368,2529,4,2025-09-08,356
4735,266,1454,65,2025-04-23,466
4736,341,1748,37,2024-12-28,374
4737,3,3584,43,2025-08-03,185
4738,361,677,81,2025-05-11,557
4739,428,301,61,2024-02-19,465
4740,85,2966,92,2025-03-16,360
4741,397,1563,97,2024-01-22,103
4742,168,2101,11,2024-08-03,660
4743,224,3164,56,2025-02-10,348
4744,475,1645,43,2024-06-28,118
4745,386,2588,70,2024-01-02,305
4746,126,3453,63,2024-10-21,704
4747,323,4461,10,2025-04-17,673
4748,70,1868,69,2025-11-10,410
4749,402,3029,50,2024-10-04,792
4750,213,3490,90,2024-01-18,615
4751,24,4074,24,2024-05-05,698
4752,57,4024,61,2025-03-28,434
4753,446,1314,4,2025-01-20,960
4754,246,2676,30,2024-03-31,960
4755,212,3284,31,2025-05-19,479
4756,226,1394,88,2024-11-11,995
4757,293,3976,39,2025-09-20,866
4758,201,3349,38,2024-07-03,503
4759,387,2511,22,2024-03-05,523
4760,297,4238,13,2025-09-23,361
4761,203,2548,49,2024-01-23,824
4762,180,4955,48,2025-02-26,735
4763,347,3292,79,2024-06-19,483
4764,373,33,82,2024-05-24,226
4765,312,4208,82,2025-06-03,461
4766,495,2002,3,2024-12-30,820
4767,434,2325,30,2025-12-03,62
4768,97,816,77,2024-08-08,541
4769,11,641,24,2025-09-24,375
4770,488,1503,52,2024-12-19,621
4771,74,1252,44,2025-11-27,935
4772,305,2690,43,2025-11-05,944
4773,396,1178,94,2024-06-15,136
4774,25,2780,78,2024-01-30,232
4775,113,2484,9,2025-10-22,297
4776,385,307,59,2025-05-08,541
4777,414,3559,13,2025-12-25,211
4778,244,4694,67,2025-01-26,915
4779,285,86,50,2025-05-30,358
4780,121,2636,89,2024-09-09,817
4781,308,3457,91,2024-10-28,194
4782,304,4858,49,2024-03-29,993
4783,413,4753,93,2024-05-26,250
4784,474,2422,40,2025-04-30,174
4785,431,4537,55,2025-12-23,990
4786,350,4626,26,2024-10-18,887
4787,43,941,27,2025-10-19,658
4788,344,4586,57,2025-10-13,465
4789,153,3138,89,2024-02-19,240
4790,122,4639,50,2024-12-28,214
4791,63,1724,52,2025-06-18,561
4792,97,2016,45,2024-02-28,928
4793,328,4235,61,2025-09-27,576
4794,281,320,42,2024-08-31,821
4795,168,1969,73,2024-06-28,160
4796,265,3764,28,2025-06-17,854
4797,449,4423,15,2025-04-29,326
4798,199,4387,14,2024-10-26,185
4799,331,178,37,2024-01-02,119
4800,397,4599,45,2024-05-14,287
4801,182,211,40,2024-04-30,925
4802,363,2524,10,2025-12-06,297
4803,496,2440,62,2025-07-24,766
4804,411,3162,8,2025-03-25,309
4805,285,3109,50,2024-05-05,101
4806,182,1764,91,2024-02-16,734
4807,210,320,81,2024-09-07,913
4808,308,2335,24,2025-05-08,207
4809,435,2675,44,2025-12-08,529
4810,284,2602,38,2025-01-11,318
4811,242,869,45,2025-08-26,567
4812,277,82,43,2024-09-26,108
4813,46,1816,38,2024-02-15,725
4814,261,4135,69,2025-05-28,267
4815,359,1529,28,2025-04-16,806
4816,263,4477,100,2025-08-23,434
4817,236,3780,38,2025-12-13,221
4818,287,4978,31,2024-07-01,762
4819,229,3427,92,2025-12-26,209
4820,100,1692,92,2025-10-18,950
4821,101,2019,73,2024-12-26,939
4822,231,4487,69,2024-10-06,638
4823,157,3208,100,2025-03-04,882
4824,471,1116,24,2024-03-03,682
4825,460,680,71,2025-05-26,830
4826,336,309,92,2024-01-18,353
4827,441,4652,90,2024-01-22,596
4828,28,3226,100,2024-08-21,446
4829,460,4468,88,2024-10-20,407
4830,317,3586,33,2025-06-18,204
4831,22,751,90,2025-05-21,155
4832,227,2895,74,2025-01-10,422
4833,213,1549,78,2025-07-08,363
4834,177,757,74,2024-09-30,419
4835,93,1613,55,2024-07-20,644
4836,5,4669,39,2025-09-26,67
4837,492,1819,6,2025-08-13,644
4838,144,2222,90,2025-07-07,261
4839,181,2255,50,2024-05-19,300
4840,489,3086,19,2024-09-07,232
4841,485,2037,36,2024-06-01,489
4842,289,1928,13,2024-06-14,159
4843,145,1508,10,2025-09-24,352
4844,315,3054,76,2025-06-08,827
4845,140,1276,20,2024-06-29,640
4846,455,3700,10,2024-01-09,175
4847,218,3841,57,2025-10-14,889
4848,468,699,39,2024-09-15,650
4849,3,3720,66,2025-04-29,907
4850,412,3007,93,2024-04-18,846
4851,276,3136,67,2025-08-10,927
4852,294,2438,64,2024-08-01,578
4853,20,2460,11,2025-09-02,690
4854,311,1673,45,2025-10-30,185
4855,7,868,38,2024-06-25,74
4856,290,2203,73,2025-11-26,553
4857,334,4213,41,2024-04-05,358
4858,84,2150,33,2024-10-01,62
4859,402,3436,35,2025-12-21,828
4860,192,4135,49,2024-10-23,653
4861,58,939,96,2025-04-24,362
4862,295,2458,50,2024-08-13,647
4863,296,2244,9,2024-11-01,390
4864,380,2863,38,2024-11-23,200
4865,89,1004,60,2024-04-16,136
4866,33,2859,97,2024-09-10,218
4867,132,3148,98,2024-10-21,923
4868,77,92,89,2024-03-19,746
4869,159,3603,65,2025-05-04,782
4870,45,341,23,2024-11-12,904
4871,269,1423,92,2024-03-04,149
4872,216,1566,35,2025-06-27,708
4873,239,4718,37,2024-03-16,122
4874,269,139,62,2025-01-02,495
4875,214,2745,80,2025-08-29,743
4876,84,4885,45,2025-01-03,748
4877,361,4837,95,2025-01-20,108
4878,385,1217,8,2025-04-29,422
4879,202,2787,81,2024-02-09,585
4880,169,1183,13,2024-07-18,844
4881,425,1076,73,2024-05-09,88
4882,246,2177,45,2024-05-06,187
4883,224,4946,98,2024-08-31,563
4884,129,669,29,2025-06-07,830
4885,169,2685,72,2025-05-13,798
4886,153,4458,55,2024-09-15,189
4887,305,419,6,2025-09-20,395
4888,423,798,85,2024-03-07,791
4889,237,908,41,2024-01-25,279
4890,331,3326,60,2025-10-20,603
4891,104,3425,39,2025-06-25,162
4892,313,1811,18,2025-03-18,399
4893,249,943,22,2024-11-11,524
4894,403,2539,72,2024-01-27,994
4895,319,4511,25,2024-03-20,978
4896,187,4580,21,2024-02-03,655
4897,358,4778,77,2025-11-02,721
4898,375,1590,64,2024-03-31,481
4899,14,66,29,2025-10-31,450
4900,323,2819,25,2025-04-12,825
4901,349,1171,24,2025-01-27,165
4902,109,3155,92,2024-12-22,426
4903,5,3268,86,2025-02-08,760
4904,415,2794,79,2024-11-14,357
4905,310,625,27,2024-07-09,904
4906,331,1444,73,2024-02-21,84
4907,419,2393,11,2025-10-07,103
4908,380,4699,23,2024-10-20,644
4909,70,2841,29,2024-10-06,193
4910,210,4223,86,2024-05-06,78
4911,207,3075,94,2025-05-22,559
4912,399,4345,57,2024-09-23,489
4913,284,2783,98,2024-11-26,662
4914,64,4002,92,2025-01-31,647
4915,38,1605,81,2024-08-14,549
4916,22,743,25,2024-04-01,860
4917,488,4463,89,2025-05-27,491
4918,20,3109,35,2025-02-06,946
4919,48,3348,34,2025-10-20,324
4920,33,3003,32,2024-09-18,652
4921,4,1224,45,2024-07-20,807
4922,481,1763,11,2024-08-09,843
4923,213,3075,81,2024-03-27,161
4924,433,249,43,2024-06-12,617
4925,292,529,75,2025-01-26,123
4926,466,4725,7,2025-02-07,773
4927,292,1618,33,2025-08-05,901
4928,94,423,93,2025-11-29,442
4929,158,4451,58,2024-07-10,369
4930,223,4725,75,2025-06-17,491
4931,178,4896,22,2025-03-14,967
4932,189,540,21,2025-05-18,356
4933,391,1576,3,2024-08-27,893
4934,236,2519,36,2024-01-12,812
4935,476,2209,88,2024-08-11,264
4936,382,3395,46,2024-11-03,295
4937,1,114,100,2025-07-02,111
4938,47,2037,12,2024-01-31,855
4939,345,2490,58,2024-04-28,561
4940,255,4997,76,2025-07-23,926
4941,216,2776,70,2025-08-09,240
4942,57,1648,36,2024-07-22,430
4943,88,3230,78,2025-03-24,220
4944,48,1392,10,2025-10-11,446
4945,461,70,29,2025-09-25,527
4946,433,541,69,2025-10-28,615
4947,82,4182,18,2024-11-29,653
4948,216,3667,73,2024-04-20,151
4949,352,4162,29,2024-08-05,832
4950,343,3495,79,2025-07-20,316
4951,291,1100,18,2025-04-09,313
4952,364,4469,71,2024-11-11,769
4953,462,2837,15,2025-06-16,988
4954,77,3543,18,2024-02-03,657
4955,373,333,74,2024-09-20,344
4956,390,1581,51,2025-01-21,433
4957,363,2460,90,2025-04-11,972
4958,180,3459,92,2024-01-05,964
4959,431,4949,46,2024-09-02,259
4960,23,4203,97,2024-11-05,407
4961,236,2083,90,2024-09-30,923
4962,460,3227,86,2024-03-24,617
4963,84,3161,26,2024-06-20,307
4964,357,4326,44,2024-03-14,214
4965,104,1336,29,2025-12-25,315
4966,290,4951,86,2025-02-14,886
4967,334,1139,20,2025-01-14,284
4968,267,4213,94,2024-12-09,103
4969,134,1520,88,2025-11-20,506
4970,120,3732,93,2024-12-24,476
4971,333,1167,93,2024-09-25,757
4972,461,2230,34,2024-01-12,880
4973,197,2103,51,2025-07-21,707
4974,261,4077,55,2024-09-10,408
4975,108,3539,71,2025-06-02,777
4976,355,3096,39,2025-09-09,302
4977,462,3208,74,2025-06-29,619
4978,185,524,94,2025-01-04,518
4979,496,1406,87,2024-05-22,330
4980,249,4165,19,2025-12-25,251
4981,2,1938,5,2024-04-29,627
4982,462,4988,83,2024-03-02,885
4983,410,493,26,2024-08-05,286
4984,380,3502,46,2024-07-27,734
4985,490,4696,45,2025-03-31,350
4986,149,3875,97,2025-11-24,841
4987,56,2150,10,2024-01-13,798
4988,204,1658,9,2024-08-22,70
4989,383,346,69,2024-03-29,449
4990,178,3410,20,2024-06-26,658
4991,199,1865,59,2024-01-28,866
4992,202,822,29,2025-11-09,240
4993,392,2359,60,2025-04-21,838
4994,129,4895,1,2024-05-29,179
4995,419,3134,96,2025-08-02,275
4996,413,4046,52,2025-06-30,340
4997,493,4713,61,2024-05-06,789
4998,223,3381,4,2024-04-07,515
4999,140,2159,88,2024-06-23,77
5000,146,4732,81,2024-01-26,351
5001,145,401,75,2025-10-11,442
5002,8,1277,73,2024-04-14,353
5003,287,695,21,2025-08-31,432
5004,237,252,69,2024-05-24,80
5005,305,4895,27,2024-04-16,146
5006,185,883,45,2024-09-09,661
5007,98,1653,72,2024-09-12,581
5008,444,1234,82,2025-11-06,198
5009,479,1017,60,2025-04-23,400
5010,448,757,28,2024-02-15,247
5011,397,4300,3,2025-04-14,75
5012,354,730,48,2024-01-31,992
5013,396,4835,44,2024-02-05,907
5014,415,2348,23,2024-03-04,756
5015,196,3286,10,2024-10-22,736
5016,42,1112,78,2025-12-31,630
5017,346,795,30,2025-09-07,155
5018,334,4072,9,2025-10-23,998
5019,104,2848,69,2024-08-21,80
5020,306,1979,74,2025-05-19,170
5021,203,4357,70,2025-08-09,65
5022,154,1475,24,2024-04-10,809
5023,238,3550,97,2025-06-04,963
5024,235,4898,68,2025-03-21,413
5025,48,88,85,2025-06-26,430
5026,117,541,97,2025-03-07,322
5027,123,1632,99,2024-04-22,660
5028,99,4275,50,2024-06-26,690
5029,267,2261,91,2024-05-03,130
5030,43,1347,67,2025-09-04,682
5031,265,825,99,2025-08-30,842
5032,80,2872,24,2024-03-27,317
5033,386,1134,59,2024-07-24,992
5034,169,2234,79,2024-02-03,603
5035,61,3189,25,2025-04-08,308
5036,399,1132,76,2024-02-03,659
5037,225,4969,61,2025-05-19,678
5038,336,4973,57,2025-09-05,597
5039,179,1845,33,2025-01-11,535
5040,67,3484,30,2025-09-16,294
5041,247,4551,87,2025-04-13,962
5042,36,3899,83,2024-10-26,325
5043,354,2770,24,2025-03-04,352
5044,38,2415,33,2024-10-14,599
5045,58,74,30,2024-01-08,512
5046,20,1655,21,2025-07-13,320
5047,9,3084,79,2025-09-22,849
5048,94,2963,80,2025-09-12,113
5049,393,2017,91,2024-03-23,375
5050,201,1605,84,2025-02-12,998
5051,227,2240,79,2025-12-25,603
5052,196,3856,31,2024-02-29,347
5053,48,2289,67,2025-06-25,74
5054,368,271,8,2024-07-23,78
5055,100,1049,29,2025-06-29,430
5056,126,1692,53,2025-12-11,581
5057,440,4576,22,2024-01-01,567
5058,92,2514,51,2025-06-27,869
5059,380,2553,48,2025-06-17,908
5060,196,1115,37,2024-04-20,195
5061,148,1033,27,2025-07-08,889
5062,222,575,40,2024-09-10,288
5063,162,612,52,2024-07-12,836
5064,49,1704,68,2025-12-06,685
5065,67,1648,94,2025-01-04,61
5066,109,3953,71,2024-01-21,856
5067,47,697,35,2024-09-14,755
5068,125,2146,2,2025-03-07,71
5069,254,2406,86,2024-08-16,893
5070,74,2452,76,2024-01-26,381
5071,227,4715,24,2025-02-18,333
5072,382,1106,98,2024-09-10,356
5073,265,4622,20,2024-05-25,658
5074,372,2795,42,2024-03-17,946
5075,478,2325,43,2025-02-11,748
