order_id,customer_id,store_id,employee_id,order_date,payment_method,order_status
22542,603,55,633,2025-06-05,Cash,Pending
22543,6,89,504,2024-04-06,Credit Card,Pending
22544,119,25,145,2024-06-30,UPI,Completed
22545,58,99,685,2024-05-27,UPI,Completed
22546,181,10,304,2025-07-02,Debit Card,Pending
22547,542,11,703,2024-06-02,Net Banking,Returned
22548,571,68,712,2024-07-27,Cash,Pending
22549,980,41,166,2025-10-02,Debit Card,Completed
22550,611,64,437,2025-05-19,Credit Card,Cancelled
22551,477,27,516,2025-07-22,Credit Card,Returned
22552,558,93,18,2025-08-27,Debit Card,Pending
22553,689,41,545,2025-05-03,UPI,Pending
22554,375,77,905,2024-07-09,Debit Card,Cancelled
22555,397,46,275,2024-05-02,Credit Card,Cancelled
22556,510,60,501,2024-07-21,Debit Card,Completed
22557,933,98,758,2024-11-05,Credit Card,Cancelled
22558,209,11,56,2024-10-03,Debit Card,Returned
22559,935,26,641,2024-07-06,Credit Card,Cancelled
22560,615,34,338,2025-08-25,Debit Card,Returned
22561,165,9,298,2025-04-20,UPI,Pending
22562,842,60,131,2024-04-14,UPI,Completed
22563,673,45,829,2024-10-26,Cash,Completed
22564,625,74,997,2025-04-30,Cash,Pending
22565,520,66,67,2025-07-17,Debit Card,Cancelled
22566,72,54,419,2025-03-09,Net Banking,Returned
22567,283,14,298,2025-03-08,UPI,Completed
22568,635,85,118,2024-10-16,Cash,Returned
22569,994,15,217,2024-01-13,Cash,Pending
22570,669,49,638,2025-06-09,UPI,Cancelled
22571,579,45,654,2025-07-29,Debit Card,Pending
22572,61,58,328,2025-08-26,Credit Card,Pending
22573,151,80,568,2024-07-17,Credit Card,Completed
22574,384,27,743,2025-12-19,Net Banking,Pending
22575,688,19,810,2024-12-17,Net Banking,Pending
22576,637,45,166,2024-03-04,Credit Card,Pending
22577,619,62,730,2025-08-14,Credit Card,Returned
22578,944,47,355,2024-01-18,UPI,Pending
22579,482,76,40,2025-12-25,Credit Card,Returned
22580,357,95,290,2025-11-16,Credit Card,Pending
22581,347,6,490,2024-06-26,Debit Card,Returned
22582,296,84,815,2024-10-20,UPI,Pending
22583,326,14,486,2025-12-10,Net Banking,Pending
22584,209,37,294,2024-07-05,Credit Card,Pending
22585,324,50,912,2025-01-10,Debit Card,Pending
22586,713,43,139,2024-05-30,Net Banking,Completed
22587,996,60,919,2024-06-14,Cash,Completed
22588,1000,70,294,2025-05-24,Credit Card,Cancelled
22589,630,39,755,2024-12-11,Credit Card,Completed
22590,28,28,778,2025-01-06,Debit Card,Pending
22591,466,18,663,2024-06-04,Credit Card,Completed
22592,819,88,812,2024-11-21,Net Banking,Completed
22593,164,23,166,2025-07-31,Cash,Cancelled
22594,546,26,295,2024-08-07,UPI,Completed
22595,782,7,602,2025-03-05,Credit Card,Cancelled
22596,273,41,561,2025-05-02,Credit Card,Pending
22597,768,82,857,2024-07-13,Debit Card,Returned
22598,823,84,346,2025-06-13,Net Banking,Returned
22599,525,27,592,2025-08-19,Net Banking,Returned
22600,332,71,781,2025-11-09,Credit Card,Pending
22601,877,65,371,2025-06-20,Net Banking,Returned
22602,332,69,427,2025-08-28,Credit Card,Cancelled
22603,953,61,284,2025-03-23,Debit Card,Completed
22604,932,2,626,2025-03-05,Cash,Cancelled
22605,100,3,384,2025-07-18,Debit Card,Returned
22606,30,74,218,2025-05-17,Cash,Pending
22607,20,72,932,2024-08-20,Credit Card,Returned
22608,539,9,75,2025-08-29,Net Banking,Pending
22609,320,97,217,2025-07-03,Cash,Returned
22610,705,53,315,2024-01-23,UPI,Pending
22611,902,79,865,2024-01-29,UPI,Completed
22612,749,78,468,2025-11-02,Credit Card,Returned
22613,10,78,408,2025-07-14,UPI,Pending
22614,874,22,411,2025-07-20,Debit Card,Returned
22615,755,74,503,2025-07-26,UPI,Cancelled
22616,958,16,759,2025-12-25,Credit Card,Returned
22617,204,31,994,2025-05-08,Net Banking,Returned
22618,353,81,54,2024-05-10,Net Banking,Completed
22619,625,1,113,2024-05-22,Net Banking,Pending
22620,491,73,74,2024-11-05,Net Banking,Completed
22621,788,51,454,2025-02-05,UPI,Pending
22622,303,71,74,2025-02-08,Credit Card,Cancelled
22623,409,47,177,2024-05-17,Cash,Returned
22624,415,30,775,2025-01-08,Cash,Pending
22625,130,58,594,2025-07-17,Debit Card,Cancelled
22626,907,6,321,2024-09-19,Credit Card,Completed
22627,719,8,237,2025-02-28,Net Banking,Returned
22628,513,45,20,2025-03-18,Credit Card,Pending
22629,55,56,361,2024-10-31,Cash,Pending
22630,620,16,427,2025-10-12,Credit Card,Completed
22631,28,54,266,2025-02-10,Net Banking,Completed
22632,815,43,360,2024-09-21,UPI,Pending
22633,873,50,670,2025-03-26,UPI,Cancelled
22634,872,16,829,2025-05-11,Credit Card,Returned
22635,695,30,892,2025-12-21,UPI,Pending
22636,708,5,46,2024-02-09,Net Banking,Cancelled
22637,877,23,386,2024-03-01,UPI,Cancelled
22638,200,79,974,2025-06-03,UPI,Pending
22639,908,62,168,2025-09-22,Credit Card,Pending
22640,83,9,549,2024-05-28,Credit Card,Completed
22641,712,38,943,2025-12-18,Credit Card,Returned
22642,209,46,280,2024-02-07,Credit Card,Cancelled
22643,337,6,381,2025-04-08,UPI,Cancelled
22644,845,23,499,2025-05-02,Cash,Completed
22645,533,45,688,2024-09-30,UPI,Cancelled
22646,505,90,353,2024-01-22,Net Banking,Pending
22647,357,26,278,2025-03-25,Credit Card,Pending
22648,325,74,880,2025-05-31,Debit Card,Cancelled
22649,414,29,698,2024-07-12,Debit Card,Completed
22650,957,60,163,2024-09-01,Net Banking,Completed
22651,756,25,525,2025-12-02,Credit Card,Pending
22652,450,73,439,2024-07-11,Credit Card,Completed
22653,569,67,1,2024-03-07,Debit Card,Completed
22654,154,38,316,2025-08-03,Debit Card,Returned
22655,685,100,217,2024-10-29,UPI,Returned
22656,301,94,30,2025-06-05,Credit Card,Pending
22657,216,92,691,2024-12-09,Net Banking,Returned
22658,889,6,57,2025-05-17,Net Banking,Pending
22659,421,83,330,2024-10-22,UPI,Completed
22660,973,10,956,2025-10-16,Debit Card,Cancelled
22661,842,84,925,2024-12-06,UPI,Pending
22662,56,87,980,2024-02-16,UPI,Completed
22663,924,77,414,2025-06-08,Cash,Cancelled
22664,259,92,380,2024-06-14,UPI,Completed
22665,283,15,627,2024-07-25,UPI,Cancelled
22666,250,79,383,2025-08-29,Net Banking,Cancelled
22667,658,77,707,2024-09-16,Cash,Completed
22668,727,72,588,2024-06-12,Credit Card,Cancelled
22669,783,94,891,2025-12-09,Credit Card,Pending
22670,141,19,764,2025-03-14,Net Banking,Completed
22671,922,24,969,2025-01-17,Credit Card,Cancelled
22672,29,81,205,2024-01-03,UPI,Completed
22673,164,59,609,2024-04-27,UPI,Pending
22674,30,64,212,2024-02-29,Debit Card,Returned
22675,210,44,813,2024-03-07,Net Banking,Completed
22676,151,79,22,2024-12-29,Cash,Cancelled
22677,351,97,6,2024-02-04,Debit Card,Pending
22678,138,6,921,2024-11-26,Cash,Completed
22679,333,72,903,2024-11-11,Net Banking,Pending
22680,367,8,872,2024-02-24,Credit Card,Pending
22681,862,92,478,2024-04-27,Cash,Returned
22682,957,15,825,2025-06-12,Credit Card,Returned
22683,742,17,671,2024-07-18,Credit Card,Returned
22684,623,31,383,2024-03-23,Cash,Returned
22685,520,44,320,2024-01-17,UPI,Completed
22686,217,81,303,2024-12-18,Credit Card,Cancelled
22687,159,52,395,2025-12-24,Debit Card,Completed
22688,367,68,322,2025-09-06,Debit Card,Returned
22689,16,7,589,2024-05-21,Cash,Cancelled
22690,801,21,831,2024-09-28,UPI,Cancelled
22691,838,76,367,2024-03-16,Credit Card,Returned
22692,706,80,477,2025-06-12,UPI,Cancelled
22693,925,50,917,2024-11-05,Net Banking,Cancelled
22694,145,4,406,2025-11-18,Cash,Completed
22695,584,97,949,2024-02-24,Debit Card,Returned
22696,880,51,241,2024-10-13,UPI,Pending
22697,842,59,645,2024-02-27,Net Banking,Completed
22698,769,46,464,2024-08-13,Credit Card,Pending
22699,114,50,512,2024-06-28,Net Banking,Pending
22700,937,2,295,2024-07-11,UPI,Cancelled
22701,441,3,883,2025-06-22,Cash,Returned
22702,180,21,800,2025-12-21,Cash,Pending
22703,542,73,66,2024-07-23,Net Banking,Returned
22704,206,60,707,2025-11-12,Cash,Cancelled
22705,852,56,9,2025-04-17,UPI,Pending
22706,356,30,490,2024-11-10,Cash,Completed
22707,913,63,785,2025-12-08,Cash,Returned
22708,814,15,841,2025-09-21,Debit Card,Completed
22709,305,59,999,2025-08-19,UPI,Completed
22710,235,1,224,2025-11-12,Credit Card,Pending
22711,994,59,162,2024-10-10,UPI,Cancelled
22712,135,76,77,2025-03-24,UPI,Pending
22713,575,77,755,2024-01-22,Cash,Pending
22714,949,6,135,2025-02-09,Credit Card,Completed
22715,997,2,926,2024-01-04,UPI,Cancelled
22716,765,40,862,2025-01-24,Debit Card,Completed
22717,742,20,676,2024-09-09,Credit Card,Cancelled
22718,3,91,604,2024-04-06,Cash,Cancelled
22719,8,58,162,2025-08-29,Cash,Returned
22720,779,57,321,2025-04-17,UPI,Completed
22721,443,16,407,2024-05-02,UPI,Pending
22722,132,55,955,2024-03-14,Cash,Completed
22723,694,19,485,2024-11-05,Cash,Completed
22724,500,2,227,2024-06-12,Credit Card,Completed
22725,235,51,8,2025-01-03,Debit Card,Completed
22726,659,65,33,2025-12-24,Credit Card,Completed
22727,247,12,708,2024-07-09,Debit Card,Pending
22728,382,45,123,2024-01-04,Debit Card,Cancelled
22729,659,22,633,2025-02-26,Net Banking,Pending
22730,79,49,689,2024-07-24,Net Banking,Returned
22731,112,88,291,2024-09-25,Net Banking,Completed
22732,997,1,969,2024-10-26,Debit Card,Completed
22733,911,60,254,2025-02-11,Net Banking,Pending
22734,278,65,285,2025-03-11,UPI,Completed
22735,623,98,404,2024-05-09,Debit Card,Cancelled
22736,243,45,926,2024-10-06,Cash,Pending
22737,888,4,740,2025-10-06,Net Banking,Cancelled
22738,137,66,691,2024-08-01,UPI,Completed
22739,761,26,756,2024-10-27,UPI,Pending
22740,663,75,394,2024-01-10,Debit Card,Completed
22741,973,48,463,2024-04-19,Credit Card,Cancelled
22742,323,43,873,2024-11-12,Net Banking,Completed
22743,899,9,787,2025-06-15,Net Banking,Returned
22744,775,73,681,2025-01-23,Net Banking,Completed
22745,58,74,431,2025-05-02,Net Banking,Cancelled
22746,666,87,54,2024-04-02,Cash,Completed
22747,830,63,844,2024-02-08,Debit Card,Completed
22748,825,22,841,2025-08-01,Cash,Completed
22749,440,4,701,2024-07-27,Net Banking,Cancelled
22750,776,25,27,2025-12-26,Net Banking,Returned
22751,34,90,68,2024-03-28,Credit Card,Cancelled
22752,366,64,72,2025-12-04,Cash,Pending
22753,972,58,442,2025-01-04,Net Banking,Cancelled
22754,552,57,211,2025-08-26,UPI,Pending
22755,597,66,415,2024-12-01,Net Banking,Returned
22756,818,88,216,2025-01-26,Credit Card,Completed
22757,612,28,788,2025-12-27,UPI,Completed
22758,901,6,441,2025-09-03,UPI,Returned
22759,2,96,578,2024-09-28,Net Banking,Returned
22760,267,27,469,2025-07-10,Debit Card,Completed
22761,507,8,394,2024-08-05,Debit Card,Returned
22762,560,5,87,2024-08-15,Debit Card,Pending
22763,422,5,982,2024-05-16,Credit Card,Returned
22764,105,87,934,2024-03-16,UPI,Pending
22765,657,53,444,2025-03-02,Credit Card,Cancelled
22766,360,39,301,2024-12-03,Net Banking,Returned
22767,696,65,33,2024-07-07,UPI,Cancelled
22768,122,27,172,2024-07-17,Debit Card,Pending
22769,496,66,276,2024-03-13,Debit Card,Cancelled
22770,805,67,438,2025-10-24,UPI,Pending
22771,103,59,489,2025-02-21,UPI,Cancelled
22772,982,14,31,2025-09-27,Net Banking,Pending
22773,623,9,420,2024-08-23,Debit Card,Cancelled
22774,216,24,769,2024-11-08,Cash,Returned
22775,834,31,981,2024-02-02,UPI,Completed
22776,598,22,804,2024-10-05,Net Banking,Cancelled
22777,828,74,639,2025-03-05,Credit Card,Completed
22778,139,20,218,2025-12-14,Credit Card,Pending
22779,707,57,11,2025-12-17,UPI,Completed
22780,365,19,252,2024-06-30,Cash,Returned
22781,52,84,411,2024-09-18,Net Banking,Pending
22782,399,18,650,2025-03-26,UPI,Cancelled
22783,50,50,602,2025-12-21,Credit Card,Pending
22784,271,66,796,2024-02-10,Net Banking,Completed
22785,122,93,509,2024-10-07,Cash,Completed
22786,643,47,934,2024-06-12,Cash,Pending
22787,624,4,76,2024-04-08,Credit Card,Pending
22788,841,47,667,2025-12-19,UPI,Completed
22789,293,67,250,2025-01-13,Debit Card,Returned
22790,278,72,62,2024-06-28,Net Banking,Returned
22791,151,36,130,2025-04-09,Net Banking,Pending
22792,938,83,326,2024-10-23,Credit Card,Returned
22793,582,42,807,2024-03-14,Net Banking,Pending
22794,201,18,966,2024-10-07,UPI,Returned
22795,850,5,859,2024-03-15,Net Banking,Returned
22796,255,5,288,2024-02-16,Net Banking,Completed
22797,995,63,396,2024-06-22,Cash,Pending
22798,48,15,842,2024-01-20,UPI,Returned
22799,970,95,587,2025-10-04,UPI,Pending
22800,447,47,25,2025-10-08,Credit Card,Returned
22801,762,19,478,2024-06-15,Debit Card,Completed
22802,709,23,656,2024-01-13,Credit Card,Pending
22803,214,84,347,2024-01-21,Credit Card,Returned
22804,542,44,648,2024-10-05,UPI,Pending
22805,793,85,899,2025-06-15,Credit Card,Pending
22806,432,66,793,2025-09-14,Cash,Completed
22807,335,2,442,2024-04-29,Net Banking,Returned
22808,1,17,78,2024-09-24,Credit Card,Pending
22809,480,42,866,2024-08-17,UPI,Returned
22810,215,58,653,2025-05-23,UPI,Pending
22811,767,49,305,2025-10-06,Net Banking,Completed
22812,347,80,488,2025-08-11,Cash,Completed
22813,309,39,236,2024-06-22,Debit Card,Returned
22814,649,21,517,2024-02-07,UPI,Completed
22815,401,46,207,2024-06-23,Cash,Returned
22816,216,13,679,2025-10-30,Credit Card,Pending
22817,406,73,975,2024-06-14,Cash,Pending
22818,46,66,663,2024-11-30,Cash,Completed
22819,336,40,392,2025-05-09,Cash,Pending
22820,587,36,496,2025-03-10,Net Banking,Pending
22821,287,22,559,2024-05-03,Net Banking,Returned
22822,839,80,492,2025-10-11,Credit Card,Cancelled
22823,939,89,992,2024-03-25,Debit Card,Completed
22824,920,19,660,2025-10-26,UPI,Completed
22825,875,22,327,2024-12-23,Net Banking,Completed
22826,591,42,555,2025-11-30,UPI,Cancelled
22827,462,59,992,2025-08-02,UPI,Returned
22828,460,80,771,2024-07-16,UPI,Completed
22829,75,49,205,2025-07-15,Cash,Cancelled
22830,800,73,506,2025-06-23,Debit Card,Cancelled
22831,932,5,331,2024-09-28,UPI,Completed
22832,392,18,362,2024-02-11,Debit Card,Returned
22833,156,43,843,2025-06-18,Credit Card,Returned
22834,178,15,130,2025-04-07,UPI,Cancelled
22835,308,57,133,2024-08-20,UPI,Cancelled
22836,601,11,345,2024-07-20,Cash,Cancelled
22837,233,25,606,2025-08-09,Debit Card,Completed
22838,275,85,477,2025-04-13,Net Banking,Pending
22839,541,21,448,2025-07-26,Cash,Pending
22840,80,92,53,2025-07-31,Net Banking,Pending
22841,870,35,684,2025-12-04,Debit Card,Pending
22842,132,21,163,2025-08-21,Debit Card,Cancelled
22843,931,54,921,2024-05-28,UPI,Completed
22844,14,71,863,2025-10-23,Net Banking,Completed
22845,381,86,971,2024-06-28,Credit Card,Completed
22846,97,20,83,2025-07-09,Net Banking,Completed
22847,377,97,563,2024-07-26,Cash,Completed
22848,232,35,52,2024-02-23,Debit Card,Returned
22849,615,41,219,2024-12-24,Debit Card,Pending
22850,599,51,482,2024-05-07,Credit Card,Pending
22851,224,80,638,2024-08-02,UPI,Completed
22852,69,14,827,2025-10-09,Cash,Pending
22853,594,20,558,2024-08-02,UPI,Pending
22854,172,98,14,2024-01-29,Cash,Cancelled
22855,886,53,776,2024-05-21,UPI,Cancelled
22856,140,98,744,2025-03-03,Cash,Returned
22857,162,78,527,2024-02-03,Credit Card,Pending
22858,819,27,133,2025-03-05,Debit Card,Completed
22859,401,6,276,2024-05-09,Credit Card,Returned
22860,990,97,771,2025-01-24,UPI,Completed
22861,502,89,20,2024-01-19,Debit Card,Completed
22862,643,73,490,2024-05-07,Net Banking,Pending
22863,10,24,237,2024-09-08,Cash,Completed
22864,933,26,883,2025-01-19,Cash,Returned
22865,903,40,272,2024-08-16,Net Banking,Cancelled
22866,880,29,913,2025-10-13,Cash,Cancelled
22867,757,87,548,2025-10-12,UPI,Completed
22868,921,6,136,2024-10-25,UPI,Completed
22869,289,78,402,2024-11-15,UPI,Returned
22870,425,50,362,2025-01-02,Debit Card,Cancelled
22871,647,69,245,2025-02-11,UPI,Completed
22872,845,14,557,2024-03-07,Cash,Cancelled
22873,261,8,662,2024-04-14,UPI,Returned
22874,229,1,885,2025-06-26,Credit Card,Cancelled
22875,157,81,496,2024-01-16,Cash,Completed
22876,833,18,635,2024-12-13,Net Banking,Cancelled
22877,687,63,884,2025-06-06,Net Banking,Completed
22878,268,63,468,2024-04-23,Net Banking,Pending
22879,485,47,747,2025-07-22,Credit Card,Completed
22880,493,75,122,2024-06-12,UPI,Completed
22881,946,55,737,2025-04-14,Cash,Pending
22882,550,81,950,2025-05-11,Net Banking,Pending
22883,216,4,781,2025-12-15,Credit Card,Returned
22884,101,83,849,2024-05-10,Credit Card,Pending
22885,143,47,606,2024-03-31,Credit Card,Cancelled
22886,680,59,597,2025-10-01,Debit Card,Returned
22887,724,55,788,2025-03-10,Credit Card,Pending
22888,919,71,58,2025-01-17,Debit Card,Cancelled
22889,368,60,778,2024-01-12,Net Banking,Completed
22890,970,3,264,2024-04-30,UPI,Completed
22891,571,97,857,2024-07-21,Credit Card,Pending
22892,317,69,757,2024-09-30,Debit Card,Cancelled
22893,853,22,789,2024-10-09,Cash,Completed
22894,406,82,804,2024-11-04,Debit Card,Cancelled
22895,53,16,375,2024-12-30,Debit Card,Cancelled
22896,671,19,25,2025-07-25,UPI,Completed
22897,497,78,957,2024-06-03,UPI,Pending
22898,198,98,968,2024-09-22,Credit Card,Pending
22899,439,23,318,2024-02-03,Cash,Completed
22900,706,40,68,2025-06-30,UPI,Cancelled
22901,224,51,842,2025-01-17,Credit Card,Returned
22902,148,26,518,2024-11-26,UPI,Pending
22903,720,17,42,2024-04-05,Net Banking,Pending
22904,506,73,309,2024-07-25,Credit Card,Completed
22905,988,89,902,2024-02-24,Debit Card,Pending
22906,74,4,416,2025-05-19,Net Banking,Pending
22907,40,39,439,2025-11-12,Credit Card,Completed
22908,637,6,877,2024-01-16,Net Banking,Pending
22909,245,31,325,2024-12-27,Debit Card,Pending
22910,613,96,202,2025-02-20,Net Banking,Completed
22911,297,43,102,2024-10-04,Credit Card,Completed
22912,199,9,353,2024-03-16,Net Banking,Pending
22913,543,77,629,2025-07-21,Credit Card,Cancelled
22914,900,47,953,2025-10-08,UPI,Completed
22915,636,58,182,2024-11-05,Debit Card,Pending
22916,136,17,942,2024-01-12,Net Banking,Returned
22917,479,87,279,2025-02-13,Net Banking,Pending
22918,326,13,200,2025-03-17,Credit Card,Pending
22919,332,24,926,2025-02-01,UPI,Returned
22920,886,66,566,2025-12-09,UPI,Returned
22921,242,42,430,2025-02-17,Net Banking,Pending
22922,945,12,976,2024-03-20,Net Banking,Pending
22923,144,42,331,2024-03-16,Debit Card,Pending
22924,28,11,977,2024-11-06,Net Banking,Cancelled
22925,977,38,469,2024-08-23,Credit Card,Cancelled
22926,297,46,505,2025-05-21,Net Banking,Returned
22927,740,74,381,2024-06-08,Net Banking,Completed
22928,886,83,900,2025-12-02,Net Banking,Completed
22929,632,50,185,2024-07-09,Credit Card,Pending
22930,788,34,60,2024-04-22,Cash,Pending
22931,767,82,183,2024-07-17,Net Banking,Cancelled
22932,503,66,177,2025-01-11,Net Banking,Cancelled
22933,787,59,540,2024-01-07,Debit Card,Completed
22934,745,80,903,2025-04-29,Cash,Cancelled
22935,365,90,256,2025-08-28,Debit Card,Returned
22936,901,40,865,2025-01-11,Net Banking,Pending
22937,177,33,561,2024-05-11,Cash,Pending
22938,834,36,415,2025-01-31,Net Banking,Cancelled
22939,503,30,542,2024-03-12,UPI,Returned
22940,865,41,569,2025-09-12,Credit Card,Pending
22941,948,29,444,2025-05-04,Debit Card,Completed
22942,665,22,980,2024-12-09,Credit Card,Returned
22943,188,37,866,2024-06-21,Credit Card,Cancelled
22944,894,15,798,2025-08-20,UPI,Cancelled
22945,370,5,126,2025-10-02,Debit Card,Completed
22946,32,100,65,2025-12-06,Cash,Cancelled
22947,35,45,636,2025-04-24,Credit Card,Pending
22948,934,13,894,2024-01-26,UPI,Pending
22949,879,80,897,2025-07-10,Debit Card,Pending
22950,938,90,145,2025-12-03,Debit Card,Pending
22951,909,38,783,2025-11-17,Net Banking,Returned
22952,974,74,307,2025-10-20,Cash,Completed
22953,295,28,563,2025-07-31,Credit Card,Returned
22954,374,12,759,2024-06-22,UPI,Returned
22955,601,9,855,2024-10-11,Cash,Returned
22956,221,59,501,2025-02-03,UPI,Pending
22957,923,88,663,2024-08-31,Cash,Pending
22958,357,33,950,2024-03-15,Debit Card,Completed
22959,494,93,408,2024-04-30,Debit Card,Cancelled
22960,71,94,3,2025-10-17,UPI,Cancelled
22961,62,26,289,2024-12-29,Debit Card,Completed
22962,874,16,88,2024-08-01,UPI,Completed
22963,413,13,296,2025-04-16,UPI,Cancelled
22964,366,90,171,2024-07-27,Net Banking,Cancelled
22965,498,43,645,2025-02-22,Net Banking,Pending
22966,213,89,613,2024-06-09,Net Banking,Cancelled
22967,189,33,188,2025-12-01,UPI,Cancelled
22968,197,76,293,2024-01-08,Net Banking,Returned
22969,643,97,418,2024-09-25,Debit Card,Cancelled
22970,69,69,303,2025-11-18,Cash,Cancelled
22971,84,9,895,2024-10-15,Debit Card,Returned
22972,67,92,368,2025-11-02,Credit Card,Pending
22973,970,20,688,2024-01-08,Net Banking,Pending
22974,109,44,823,2025-05-27,Debit Card,Cancelled
22975,513,77,202,2025-12-21,UPI,Completed
22976,886,55,570,2024-02-11,Net Banking,Completed
22977,143,42,682,2025-08-14,Debit Card,Returned
22978,430,24,367,2024-08-23,Credit Card,Completed
22979,259,43,895,2025-02-23,UPI,Pending
22980,995,90,127,2025-07-02,Cash,Pending
22981,406,82,353,2025-01-21,Cash,Cancelled
22982,495,89,505,2025-06-25,Credit Card,Cancelled
22983,962,65,988,2025-08-08,UPI,Completed
22984,732,24,870,2024-10-03,Cash,Returned
22985,111,94,470,2025-04-15,UPI,Returned
22986,212,72,267,2025-07-04,Net Banking,Completed
22987,561,15,286,2024-06-03,UPI,Completed
22988,686,30,142,2024-06-11,UPI,Returned
22989,563,24,551,2025-03-26,Debit Card,Completed
22990,597,30,159,2024-07-02,UPI,Pending
22991,681,91,57,2024-05-15,Cash,Pending
22992,106,43,532,2024-02-03,Debit Card,Returned
22993,971,6,807,2024-06-05,Cash,Pending
22994,305,70,195,2024-06-05,UPI,Completed
22995,954,40,672,2024-11-14,UPI,Cancelled
22996,43,94,340,2025-08-12,Net Banking,Cancelled
22997,417,20,89,2025-03-31,Debit Card,Pending
22998,8,45,195,2025-09-27,UPI,Cancelled
22999,644,68,321,2024-12-22,Cash,Pending
23000,901,58,977,2025-05-23,Debit Card,Completed
23001,290,80,812,2025-10-27,Credit Card,Pending
23002,213,36,638,2024-10-25,Net Banking,Returned
23003,261,44,710,2024-08-11,Debit Card,Pending
23004,798,86,626,2024-08-25,UPI,Pending
23005,284,13,677,2025-06-02,UPI,Cancelled
23006,457,11,72,2024-07-13,Net Banking,Returned
23007,514,89,231,2025-03-29,UPI,Returned
23008,944,67,322,2024-01-20,UPI,Pending
23009,457,21,512,2025-03-28,Debit Card,Completed
23010,449,74,145,2025-01-27,Debit Card,Pending
23011,548,46,422,2024-10-27,Cash,Returned
23012,725,59,693,2025-06-10,Debit Card,Cancelled
23013,370,96,630,2024-01-15,Debit Card,Returned
23014,717,24,492,2025-09-28,UPI,Completed
23015,109,54,577,2025-10-19,UPI,Cancelled
23016,395,84,363,2025-08-11,Cash,Returned
23017,236,24,118,2024-10-31,Net Banking,Cancelled
23018,274,50,94,2025-09-12,Debit Card,Cancelled
23019,621,31,81,2025-06-25,Net Banking,Returned
23020,1000,75,516,2025-10-26,Cash,Pending
23021,403,39,666,2025-12-17,Cash,Pending
23022,328,14,246,2025-10-17,Debit Card,Completed
23023,659,36,209,2025-08-07,UPI,Completed
23024,734,62,831,2024-08-12,Debit Card,Returned
23025,408,29,568,2025-06-05,Cash,Pending
23026,30,75,957,2024-12-09,Credit Card,Completed
23027,124,59,601,2024-12-18,Debit Card,Completed
23028,713,32,7,2024-12-13,UPI,Completed
23029,589,43,67,2025-11-01,Credit Card,Cancelled
23030,207,14,530,2025-03-01,Cash,Pending
23031,41,22,410,2024-09-09,Cash,Completed
23032,456,58,852,2025-02-11,UPI,Returned
23033,796,57,260,2025-10-15,UPI,Cancelled
23034,84,1,130,2024-08-24,Credit Card,Completed
23035,658,25,994,2025-03-29,Net Banking,Cancelled
23036,571,7,924,2025-01-03,Debit Card,Cancelled
23037,531,11,912,2025-05-25,Credit Card,Returned
23038,464,88,426,2024-08-30,Credit Card,Completed
23039,628,28,559,2024-12-28,Cash,Pending
23040,595,75,660,2025-06-09,Credit Card,Pending
23041,764,2,713,2024-08-28,UPI,Pending
23042,798,90,887,2024-09-28,Credit Card,Pending
23043,380,2,253,2025-05-23,UPI,Completed
23044,358,62,816,2024-12-31,UPI,Completed
23045,44,99,438,2024-10-09,Cash,Cancelled
23046,312,81,387,2025-07-17,UPI,Completed
23047,65,69,575,2025-02-23,UPI,Completed
23048,730,100,803,2024-07-22,UPI,Completed
23049,591,86,598,2024-05-07,Credit Card,Cancelled
23050,40,38,672,2024-11-30,Debit Card,Pending
23051,696,33,941,2024-10-01,Net Banking,Completed
23052,535,37,265,2024-05-24,Debit Card,Returned
23053,463,6,847,2025-05-04,Net Banking,Cancelled
23054,106,83,835,2024-03-12,UPI,Returned
23055,921,21,105,2024-12-23,Cash,Returned
23056,937,13,108,2025-11-24,UPI,Returned
23057,931,77,639,2024-11-24,Debit Card,Cancelled
23058,513,58,994,2024-07-26,Credit Card,Returned
23059,855,57,82,2025-11-14,Cash,Cancelled
23060,80,23,190,2024-02-29,Debit Card,Pending
23061,56,92,900,2025-07-23,Cash,Pending
23062,350,59,489,2024-10-31,Debit Card,Completed
23063,726,43,777,2024-08-11,Debit Card,Completed
23064,687,21,334,2025-08-25,Net Banking,Completed
23065,829,18,686,2025-10-17,Credit Card,Completed
23066,375,78,761,2025-05-08,UPI,Pending
23067,783,82,417,2024-03-11,Net Banking,Returned
23068,730,48,272,2024-03-08,Credit Card,Pending
23069,875,45,489,2025-01-15,Cash,Returned
23070,302,7,337,2024-11-21,Cash,Completed
23071,65,47,781,2024-05-03,Credit Card,Cancelled
23072,53,49,547,2025-06-26,Debit Card,Completed
23073,648,26,375,2024-06-06,UPI,Pending
23074,239,7,139,2025-06-09,Debit Card,Completed
23075,302,17,38,2025-09-11,Credit Card,Pending
23076,258,31,654,2024-08-30,Cash,Completed
23077,633,47,793,2024-04-09,Net Banking,Cancelled
23078,138,9,910,2024-02-21,Cash,Completed
23079,544,9,691,2025-07-05,Debit Card,Returned
23080,610,23,426,2024-12-10,Net Banking,Cancelled
23081,137,80,27,2025-09-23,Debit Card,Returned
23082,457,33,266,2024-03-23,Credit Card,Cancelled
23083,8,80,696,2024-09-20,Debit Card,Cancelled
23084,40,59,516,2025-06-02,Debit Card,Cancelled
23085,504,57,221,2025-01-28,Cash,Pending
